gender,country,fbref,fbref_name,fotmob,fotmob_name,transfermarkt,transfermarkt_name,transfermarkt_link,fcpython,fivethirtyeight,football_data,american_soccer_analysis
M,Hungary,a338349f,Vidi,8036.0,Fehervar FC,11107.0,MOL Fehérvár FC,videoton-fc,MOL Fehérvár FC,,,
M,Ireland,e4a9d483,Dundalk,1853.0,Dundalk,6066.0,Dundalk FC,dundalk-fc,Dundalk FC,Dundalk,Dundalk,
M,Ireland,f082c4f3,Shamrock Rovers,4131.0,Shamrock Rovers,3258.0,Shamrock Rovers,shamrock-rovers,Shamrock Rovers,Shamrock Rovers,Shamrock Rovers,
M,Israel,133013ee,Hapoel Be'er Sheva,9754.0,Hapoel Beer Sheva,2976.0,Hapoel Beer Sheva,hapoel-beer-sheva,Hapoel Beer Sheva,Hapoel Be'er,,
M,Israel,187832f5,Maccabi Haifa,10185.0,Maccabi Haifa,1064.0,Maccabi Haifa,maccabi-haifa,Maccabi Haifa,Maccabi Haifa,,
M,Israel,04c011d8,Maccabi Tel Aviv,7855.0,Maccabi Tel Aviv,119.0,Maccabi Tel Aviv,maccabi-tel-aviv,Maccabi Tel Aviv,Maccabi Tel-Aviv,,
M,Italy,dc56fe14,Milan,8564.0,Milan,5.0,AC Milan,ac-mailand,AC Milan,AC Milan,Milan,
M,Italy,cf74a709,Roma,8686.0,Roma,12.0,AS Roma,as-rom,AS Roma,AS Roma,Roma,
M,Italy,922493f3,Atalanta,8524.0,Atalanta,800.0,Atalanta BC,atalanta-bergamo,Atalanta BC,Atalanta,Atalanta,
M,Italy,4fcb34fd,Benevento,6266.0,Benevento,4171.0,Benevento Calcio,benevento-calcio,Benevento Calcio,Benevento,Benevento,
M,Italy,1d8099f8,Bologna,9857.0,Bologna,1025.0,Bologna FC 1909,fc-bologna,Bologna FC 1909,Bologna,Bologna,
M,Italy,4ef57aeb,Brescia,9858.0,Brescia,19.0,Brescia Calcio,brescia-calcio,Brescia Calcio,Brescia,Brescia,
M,Italy,c4260e09,Cagliari,8529.0,Cagliari,1390.0,Cagliari Calcio,cagliari-calcio,Cagliari Calcio,Cagliari,Cagliari,
M,Italy,cc919b35,Chievo,8533.0,Chievo Verona,862.0,Chievo Verona,chievo-verona,Chievo Verona,Chievo Verona,Chievo,
M,Italy,9aad3a77,Cremonese,7801.0,Cremonese,2239.0,US Cremonese,us-cremonese,US Cremonese,Cremonese,Cremonese,
M,Italy,3074d7b1,Crotone,9884.0,Crotone,4083.0,FC Crotone,fc-crotone,FC Crotone,Crotone,Crotone,
M,Italy,a3d88bd8,Empoli,8534.0,Empoli,749.0,FC Empoli,fc-empoli,FC Empoli,Empoli,Empoli,
M,Italy,af5d5982,Venezia,7881.0,Venezia,607.0,Venezia FC,venezia-fc,Venezia FC,F.B.C Unione Venezia,Venezia,
M,Italy,421387cf,Fiorentina,8535.0,Fiorentina,430.0,ACF Fiorentina,ac-florenz,ACF Fiorentina,Fiorentina,Fiorentina,
M,Italy,6a7ad59d,Frosinone,9891.0,Frosinone,8970.0,Frosinone Calcio,frosinone-calcio,Frosinone Calcio,Frosinone,Frosinone,
M,Italy,658bf2de,Genoa,10233.0,Genoa,252.0,Genoa CFC,fc-genua-1893,Genoa CFC,Genoa,Genoa,
M,Italy,d609edc0,Internazionale,8636.0,Inter,46.0,Inter Milan,inter-mailand,Inter Milan,Internazionale,Inter,
M,Italy,e0652b02,Juventus,9885.0,Juventus,506.0,Juventus FC,juventus-turin,Juventus FC,Juventus,Juventus,
M,Italy,7213da33,Lazio,8543.0,Lazio,398.0,SS Lazio,lazio-rom,SS Lazio,Lazio,Lazio,
M,Italy,ffcbe334,Lecce,9888.0,Lecce,1005.0,US Lecce,us-lecce,US Lecce,Lecce,Lecce,
M,Italy,21680aa4,Monza,6504.0,Monza,2919.0,AC Monza,ac-monza,AC Monza,Monza,Monza,
M,Italy,d48ad4ff,Napoli,9875.0,Napoli,6195.0,SSC Napoli,ssc-neapel,SSC Napoli,Napoli,Napoli,
M,Italy,eab4234c,Parma,674792.0,Parma,130.0,Parma Calcio 1913,fc-parma,Parma Calcio 1913,Parma,Parma,
M,Italy,c5577084,Salernitana,6480.0,Salernitana,380.0,US Salernitana 1919,us-salernitana-1919,US Salernitana 1919,Salernitana,Salernitana,
M,Italy,8ff9e3b3,Sampdoria,9882.0,Sampdoria,1038.0,UC Sampdoria,uc-sampdoria,UC Sampdoria,Sampdoria,Sampdoria,
M,Italy,e2befd26,Sassuolo,7943.0,Sassuolo,6574.0,US Sassuolo,us-sassuolo,US Sassuolo,Sassuolo,Sassuolo,
M,Italy,1d2fe027,SPAL,8547.0,SPAL,2722.0,SPAL,spal-2013,SPAL,Spal,Spal,
M,Italy,68449f6d,Spezia,9881.0,Spezia,3522.0,Spezia Calcio,spezia-calcio,Spezia Calcio,Spezia,Spezia,
M,Italy,105360fe,Torino,9804.0,Torino,416.0,Torino FC,fc-turin,Torino FC,Torino,Torino,
M,Italy,04eea015,Udinese,8600.0,Udinese,410.0,Udinese Calcio,udinese-calcio,Udinese Calcio,Udinese,Udinese,
M,Italy,0e72edf2,Hellas Verona,9876.0,Hellas Verona,276.0,Hellas Verona,hellas-verona,Hellas Verona,Verona,Verona,
M,Kazakhstan,c72c8787,Astana FK,166865.0,FC Astana,22220.0,FC Astana,fk-astana,FK Astana 1964,FC Astana,,
M,Kazakhstan,768fb565,Qaırat Almaty,8037.0,Kairat Almaty,10482.0,Kairat Almaty,kairat-almaty,Kairat Almaty,Kairat Almaty,,
M,Kosovo,1ebfb2aa,KF Ballkani Therandë,952668.0,Ballkani,28082.0,FC Ballkani,kf-ballkani,,Ballkani,,
M,Latvia,7c90642e,FK Rīgas FS,248871.0,RFS,33783.0,RFS,fk-rfs,,Rigas Futbola Skola,,
M,Lithuania,4c6489de,Žalgiris,4616.0,Zalgiris Vilnius,602.0,FK Zalgiris Vilnius,zalgiris-vilnius,,Zalgiris Vilnius,,
M,Luxembourg,baae133b,F91 Dudelange,4548.0,F91 Dudelange,853.0,F91 Dudelange,f91-dudelange,F91 Dudelange,F91 Dudelange,,
M,Macedonia,5b47810a,FK Vardar,8041.0,FK Vardar Skopje,77.0,Vardar Skopje,vardar-skopje,,Vardar,,
M,Mexico,7c76bc53,Atlas,6577.0,Atlas,8590.0,Atlas Guadalajara,atlas-guadalajara,Atlas Guadalajara,Atlas,Atlas,
M,Mexico,5d274ee4,Atlético,6358.0,Atletico de San Luis,40188.0,Atlético de San Luis,atletico-de-san-luis,,Atlético San Luis,Atl. San Luis,
M,Mexico,18d3c3a3,América,6576.0,CF America,3631.0,CF América,cf-america,CF América,Club América,Club America,
M,Mexico,632f1838,Cruz Azul,6578.0,Cruz Azul,3711.0,CD Cruz Azul,cd-cruz-azul,CD Cruz Azul,Cruz Azul,Cruz Azul,
M,Mexico,29bff345,FC Juárez,649424.0,FC Juarez,49283.0,FC Juárez,fc-juarez,,FC Juárez,Juarez,
M,Mexico,c02b0f7a,Guadalajara,7807.0,Guadalajara,6711.0,Deportivo Guadalajara,deportivo-guadalajara,Deportivo Guadalajara,Guadalajara,Guadalajara Chivas,
M,Mexico,fd7dad55,León,1841.0,Leon,4941.0,Club León FC,club-leon-fc,Club León FC,León,Club Leon,
M,Mexico,272a9f59,Lobos BUAP,162417.0,Lobos BUAP,13357.0,Lobos BUAP,lobos-buap,,Lobos de la BUAP,Lobos BUAP,
M,Mexico,f0297c23,Mazatlán,1170234.0,Mazatlan FC,82696.0,Mazatlán FC,mazatlan-fc,,Mazatlán FC,Mazatlan FC,
M,Mexico,dd5ca9bd,Monterrey,7849.0,Monterrey,2407.0,CF Monterrey,cf-monterrey,CF Monterrey,Monterrey,Monterrey,
M,Mexico,8e3492b3,Morelia,6575.0,Atletico Morelia,5623.0,Club Atlético Morelia,club-atletico-morelia,,Morelia,,
M,Mexico,752db496,Necaxa,1842.0,Necaxa,1146.0,Club Necaxa,club-necaxa,Club Necaxa,Necaxa,Necaxa,
M,Mexico,1be8d2e3,Pachuca,7848.0,Pachuca,4035.0,CF Pachuca,cf-pachuca,,Pachuca,Pachuca,
M,Mexico,73fd2313,Puebla,7847.0,Puebla,5662.0,Puebla FC,puebla-fc,Puebla FC,Puebla,Puebla,
M,Mexico,c9d59c6c,UNAM,1946.0,Club Universidad Nacional,7633.0,UNAM Pumas,unam-pumas,UNAM Pumas,Pumas Unam,U.N.A.M.- Pumas,
M,Mexico,c3352ce7,Querétaro,1943.0,Queretaro,4961.0,Querétaro FC,queretaro-fc,Querétaro FC,Querétaro,Queretaro,
M,Mexico,03b65ba9,Santos Laguna,7857.0,Santos Laguna,1403.0,Santos Laguna,santos-laguna,,Santos Laguna,Santos Laguna,
M,Mexico,d9e1bd51,UANL,8561.0,Tigres,7055.0,Tigres UANL,tigres-uanl,Tigres UANL,Tigres UANL,U.A.N.L.- Tigres,
M,Mexico,a42ddf2f,Tijuana,162418.0,Tijuana,13353.0,Club Tijuana,club-tijuana,Club Tijuana,Tijuana,Club Tijuana,
M,Mexico,44b88a4e,Toluca,6618.0,Toluca,1804.0,Deportivo Toluca,deportivo-toluca,,Toluca,Toluca,
M,Mexico,260596d3,Veracruz,6382.0,Veracruz,5138.0,Tiburones Rojos de Veracruz,tiburones-rojos-de-veracruz,Tiburones Rojos de Veracruz,Veracruz,Veracruz,
M,Moldova,50995c1e,Sheriff Tiraspol,9729.0,FC Sheriff,2481.0,FC Sheriff Tiraspol,fc-sheriff-tiraspol,Sheriff Tiraspol,FC Sheriff Tiraspol,,
M,Netherlands,4e7459b7,ADO Den Haag,10217.0,ADO Den Haag,1268.0,ADO Den Haag,ado-den-haag,ADO Den Haag,ADO Den Haag,Den Haag,
M,Netherlands,19c3f8c4,Ajax,8593.0,Ajax,610.0,Ajax Amsterdam,ajax-amsterdam,Ajax Amsterdam,Ajax,Ajax,
M,Netherlands,3986b791,AZ Alkmaar,10229.0,AZ Alkmaar,1090.0,AZ Alkmaar,az-alkmaar,AZ Alkmaar,AZ,AZ Alkmaar,
M,Netherlands,5c9e307a,Cambuur,7788.0,Cambuur,133.0,SC Cambuur Leeuwarden,sc-cambuur-leeuwarden,,Cambuur Leeuwarden,Cambuur,
M,Netherlands,c6f58d53,De Graafschap,8526.0,De Graafschap,642.0,De Graafschap Doetinchem,de-graafschap-doetinchem,De Graafschap Doetinchem,De Graafschap,Graafschap,
M,Netherlands,01888db1,Emmen,6660.0,FC Emmen,1283.0,FC Emmen,fc-emmen,FC Emmen,Emmen,FC Emmen,
M,Netherlands,740cb7d4,Excelsior,10218.0,Excelsior,798.0,Excelsior Rotterdam,sbv-excelsior-rotterdam,,Excelsior,Excelsior,
M,Netherlands,bec05adb,Groningen,8674.0,FC Groningen,202.0,FC Groningen,fc-groningen,FC Groningen,FC Groningen,Groningen,
M,Netherlands,a1f721d3,Twente,8611.0,FC Twente,317.0,Twente Enschede FC,fc-twente-enschede,Twente Enschede FC,FC Twente,Twente,
M,Netherlands,2a428619,Utrecht,9908.0,FC Utrecht,200.0,FC Utrecht,fc-utrecht,FC Utrecht,FC Utrecht,Utrecht,
M,Netherlands,8783f4ee,Volendam,6601.0,FC Volendam,724.0,FC Volendam,fc-volendam,FC Volendam,FC Volendam,Volendam,
M,Netherlands,fb4ca611,Feyenoord,10235.0,Feyenoord,234.0,Feyenoord Rotterdam,feyenoord-rotterdam,Feyenoord Rotterdam,Feyenoord,Feyenoord,
M,Netherlands,bd08295c,Fortuna Sittard,6422.0,Fortuna Sittard,385.0,Fortuna Sittard,fortuna-sittard,Fortuna Sittard,Fortuna Sittard,For Sittard,
M,Netherlands,e33d6108,Go Ahead Eagles,6433.0,Go Ahead Eagles,1435.0,Go Ahead Eagles,go-ahead-eagles-deventer,,Go Ahead Eagles,Go Ahead Eagles,
M,Netherlands,193ff7aa,Heerenveen,10228.0,SC Heerenveen,306.0,SC Heerenveen,sc-heerenveen,SC Heerenveen,Heerenveen,Heerenveen,
M,Netherlands,c882b88e,Heracles Almelo,9791.0,Heracles,1304.0,Heracles Almelo,heracles-almelo,Heracles Almelo,Heracles,Heracles,
M,Netherlands,8ed04be8,NAC Breda,9761.0,NAC Breda,132.0,NAC Breda,nac-breda,NAC Breda,NAC,NAC Breda,
M,Netherlands,fc629994,NEC Nijmegen,8464.0,NEC Nijmegen,467.0,NEC Nijmegen,nec-nijmegen,NEC Nijmegen,NEC,Nijmegen,
M,Netherlands,e3db180b,Zwolle,6413.0,PEC Zwolle,1269.0,PEC Zwolle,pec-zwolle,PEC Zwolle,PEC Zwolle,Zwolle,
M,Netherlands,e334d850,PSV Eindhoven,8640.0,PSV Eindhoven,383.0,PSV Eindhoven,psv-eindhoven,PSV Eindhoven,PSV,PSV Eindhoven,
M,Netherlands,bb14adb3,RKC Waalwijk,10219.0,RKC Waalwijk,235.0,RKC Waalwijk,rkc-waalwijk,RKC Waalwijk,RKC,Waalwijk,
M,Netherlands,146a68ce,Sparta Rotterdam,8614.0,Sparta Rotterdam,468.0,Sparta Rotterdam,sparta-rotterdam,Sparta Rotterdam,Sparta,Sparta Rotterdam,
M,Netherlands,209d7fa2,Vitesse,8277.0,Vitesse,499.0,Vitesse Arnhem,vitesse-arnheim,Vitesse Arnhem,Vitesse,Vitesse,
M,Netherlands,534ac6d0,VVV-Venlo,9839.0,VVV-Venlo,1426.0,VVV-Venlo,vvv-venlo,VVV-Venlo,VVV Venlo,VVV Venlo,
M,Netherlands,f0479d7b,Willem II,8525.0,Willem II,403.0,Willem II Tilburg,willem-ii-tilburg,,Willem II,Willem II,
M,Norway,d86248bd,Bodø/Glimt,8402.0,Bodø/Glimt,501.0,FK Bodø/Glimt,fk-bodo-glimt,,Bodo/Glimt,Bodo/Glimt,
M,Norway,174bd5a0,Molde,9917.0,Molde,687.0,Molde FK,molde-fk,Molde FK,Molde,Molde,
M,Norway,90e37d3a,Rosenborg,8422.0,Rosenborg,195.0,Rosenborg BK,rosenborg-trondheim,Rosenborg BK,Rosenborg,Rosenborg,
M,Norway,47b3e736,Sarpsborg 08,8509.0,Sarpsborg 08,10217.0,Sarpsborg 08 FF,sarpsborg-08-ff,Sarpsborg 08 FF,Sarpsborg,Sarpsborg 08,
M,Poland,fdba14df,Lech Poznań,2182.0,Lech Poznan,238.0,Lech Poznan,ech-poznań,Lech Poznan,Lech Poznan,Lech Poznan,
M,Poland,a73408a7,Legia Warsaw,8673.0,Legia Warszawa,255.0,Legia Warszawa,legia-warschau,Legia Warszawa,Legia Warsaw,Legia,
M,Portugal,5905b07a,Belenenses SAD,9807.0,B-SAD,2457.0,B SAD,belenenses-sad,Belenenses SAD,Belenenses,Belenenses,
M,Portugal,a77c513e,Benfica,9772.0,Benfica,294.0,SL Benfica,benfica-lissabon,SL Benfica,Benfica,Benfica,
M,Portugal,37b7e9e2,Boavista,8613.0,Boavista,2503.0,Boavista FC,boavista-porto-fc,Boavista FC,Boavista,Boavista,
M,Portugal,69d84c29,Braga,10264.0,Braga,1075.0,SC Braga,sc-braga,SC Braga,Braga,Sp Braga,
M,Portugal,5c9eb756,Nacional,10214.0,Nacional,982.0,CD Nacional,cd-nacional,,C.D. Nacional,Nacional,
M,Portugal,b20a2b76,Casa Pia,212821.0,Casa Pia AC,3268.0,Casa Pia AC,casa-pia-ac,,Casa Pia,Casa Pia,
M,Portugal,bf4e8a13,Chaves,9774.0,Chaves,3325.0,GD Chaves,gd-chaves,GD Chaves,Chaves,Chaves,
M,Portugal,cfdb925a,Aves,10223.0,Aves,3336.0,Desportivo Aves,desportivo-aves,,Desportivo Aves,Aves,
M,Portugal,00c41b75,Estoril,7842.0,Estoril,1465.0,GD Estoril Praia,gd-estoril-praia,,Estoril Praia,Estoril,
M,Portugal,2de656d5,Famalicão,1634.0,Famalicao,3329.0,FC Famalicão,fc-famalicao,FC Famalicão,Famalicao,Famalicao,
M,Portugal,0d36ddd4,Arouca,158085.0,Arouca,8024.0,FC Arouca,fc-arouca,,FC Arouca,Arouca,
M,Portugal,5e876ee6,Porto,9773.0,FC Porto,2500.0,FC Porto,fc-porto,FC Porto,FC Porto,Porto,
M,Portugal,a995609f,Feirense,4064.0,Feirense,3349.0,CD Feirense,cd-feirense,,Feirense,Feirense,
M,Portugal,6a329209,Gil Vicente FC,9764.0,Gil Vicente,2424.0,Gil Vicente FC,gil-vicente-fc,,Gil Vicente,Gil Vicente,
M,Portugal,3f319bc9,Vitória Guimarães,7844.0,Vitoria de Guimaraes,2420.0,Vitória Guimarães SC,vitoria-guimaraes-sc,Vitória Guimarães SC,Guimaraes,Guimaraes,
M,Portugal,c1b0f61b,Marítimo,10212.0,Maritimo,1301.0,CS Marítimo,cs-maritimo,,Maritimo,Maritimo,
M,Portugal,e4502862,Moreirense,8348.0,Moreirense,979.0,Moreirense FC,moreirense-fc,,Moreirense,Moreirense,
M,Portugal,f6af6f6f,Paços de Ferreira,6403.0,Pacos de Ferreira,2995.0,FC Paços de Ferreira,fc-pacos-de-ferreira,FC Paços de Ferreira,Pacos Ferreira,Pacos Ferreira,
M,Portugal,a549d6c6,Portimonense,9765.0,Portimonense,7378.0,Portimonense SC,portimonense-sc,Portimonense SC,Portimonense,Portimonense,
M,Portugal,eea856da,Rio Ave,7841.0,Rio Ave,2425.0,Rio Ave FC,rio-ave-fc,,Rio Ave,Rio Ave,
M,Portugal,f5b64cb1,Santa Clara,1567.0,Santa Clara,2423.0,CD Santa Clara,cd-santa-clara,,Santa Clara,Santa Clara,
M,Portugal,13dc44fd,Sporting CP,9768.0,Sporting CP,336.0,Sporting CP,sporting-lissabon,Sporting CP,Sporting CP,Sp Lisbon,
M,Portugal,e442fa76,Tondela,188163.0,Tondela,7179.0,CD Tondela,cd-tondela,CD Tondela,Tondela,Tondela,
M,Portugal,4cb59dcf,Vitória Setúbal,10238.0,Vitoria de Setubal,1085.0,Vitória Setúbal FC,vitoria-setubal-fc,,Vitoria Setubal,Setubal,
M,Portugal,b9daacef,Vizela,4531.0,Vizela,6912.0,FC Vizela,fc-vizela,FC Vizela,Vizela,Vizela,
M,Portugal,489c9cd9,Farense,6004.0,Farense,4294.0,SC Farense,sc-farense,SC Farense,,Farense,
M,Romania,ff04e205,CFR Cluj,9731.0,CFR Cluj,7769.0,CFR Cluj,cfr-cluj,CFR Cluj,CFR 1907 Cluj,CFR Cluj,
M,Romania,aed59852,FCSB,9723.0,FC FCSB,301.0,FCSB,fcsb,FCSB,,FCSB,
M,Russia,f0c0c2c2,CSKA Moscow,9760.0,CSKA Moscow,2410.0,CSKA Moscow,zska-moskau,CSKA Moscow,CSKA Moscow,CSKA Moscow,
M,Russia,fa11a9cc,Krasnodar,168719.0,FC Krasnodar,16704.0,FK Krasnodar,fk-krasnodar,FK Krasnodar,FC Krasnodar,Krasnodar,
M,Russia,5a8dc328,Lokomotiv Moscow,8710.0,Lokomotiv Moscow,932.0,Lokomotiv Moscow,lokomotiv-moskau,Lokomotiv Moscow,Lokomotiv Moscow,Lokomotiv Moscow,
M,Russia,8c635914,Spartak Moscow,8643.0,Spartak Moscow,232.0,Spartak Moscow,spartak-moskau,Spartak Moscow,Spartak Moscow,Spartak Moscow,
M,Russia,98ce363d,Zenit,8698.0,Zenit St. Petersburg,964.0,Zenit St. Petersburg,zenit-st-petersburg,Zenit St. Petersburg,Zenit St Petersburg,Zenit,
M,Scotland,b81aa4fa,Celtic,9925.0,Celtic,371.0,Celtic FC,celtic-glasgow,Celtic FC,Celtic,Celtic,
M,Scotland,7c77b0bc,Heart of Midlothian,9860.0,Hearts,43.0,Heart of Midlothian FC,heart-of-midlothian-fc,Heart of Midlothian FC,Hearts,Hearts,
M,Scotland,86b7acd2,Rangers,8548.0,Rangers,124.0,Rangers FC,glasgow-rangers,Rangers FC,Rangers,Rangers,
M,Serbia,dde3e804,Partizan,7998.0,Partizan Beograd,669.0,FK Partizan Belgrade,k-partizan-belgrad,FK Partizan Belgrade,FK Partizan Belgrade,,
M,Serbia,099c6eb5,Red Star Belgrade,8687.0,FK Crvena Zvezda,159.0,Red Star Belgrade,roter-stern-belgrad,Red Star Belgrade,Red Star Belgrade,,
M,Slovakia,c16f1fe7,Spartak Trnava,4662.0,Spartak Trnava,365.0,Spartak Trnava,spartak-trnava,Spartak Trnava,FC Spartak Trnava,,
M,Slovakia,ae7f2f70,Slovan Bratislava,6019.0,Slovan Bratislava,540.0,Slovan Bratislava,slovan-bratislava,Slovan Bratislava,Slovan Bratislava,,
M,Slovenia,2aae7689,NK Maribor,8340.0,Maribor,790.0,NK Maribor,nk-maribor,NK Maribor,NK Maribor,,
M,Slovenia,43a5e45a,NŠ Mura,2172.0,Mura,4059.0,NS Mura,ns-mura,NS Mura,NS Mura,,
M,Spain,8d6fd021,Alavés,9866.0,Deportivo Alaves,1108.0,Deportivo Alavés,deportivo-alaves,Deportivo Alavés,Alavés,Alaves,
M,Spain,78ecf4bb,Almería,9865.0,Almeria,3302.0,UD Almería,ud-almeria,,Almeria,Almeria,
M,Spain,2b390eca,Athletic Club,8315.0,Athletic Club,621.0,Athletic Bilbao,athletic-bilbao,Athletic Bilbao,Athletic Bilbao,Ath Bilbao,
M,Spain,db3b9613,Atlético Madrid,9906.0,Atletico Madrid,13.0,Atlético Madrid,atletico-madrid,Atlético Madrid,Atletico Madrid,Ath Madrid,
M,Spain,206d90db,Barcelona,8634.0,Barcelona,131.0,FC Barcelona,fc-barcelona,FC Barcelona,Barcelona,Barcelona,
M,Spain,ee7c297c,Cádiz,8385.0,Cadiz,2687.0,Cádiz CF,cadiz-cf,Cádiz CF,Cadiz,Cadiz,
M,Spain,f25da7fb,Celta Vigo,9910.0,Celta Vigo,940.0,Celta de Vigo,celta-vigo,Celta de Vigo,Celta Vigo,Celta,
M,Spain,2a60ed82,Deportivo La Coruña,9783.0,Deportivo La Coruna,897.0,Deportivo de La Coruña,deportivo-la-coruna,Deportivo de La Coruña,Deportivo La Coruña,La Coruna,
M,Spain,bea5c710,Eibar,8372.0,Eibar,1533.0,SD Eibar,sd-eibar,SD Eibar,Eibar,Eibar,
M,Spain,6c8b07df,Elche,10268.0,Elche,1531.0,Elche CF,fc-elche,Elche CF,Elche,Elche,
M,Spain,a8661628,Espanyol,8558.0,Espanyol,714.0,RCD Espanyol Barcelona,espanyol-barcelona,RCD Espanyol Barcelona,Espanyol,Espanol,
M,Spain,7848bd64,Getafe,8305.0,Getafe,3709.0,Getafe CF,fc-getafe,Getafe CF,Getafe,Getafe,
M,Spain,9024a00a,Girona,7732.0,Girona,12321.0,Girona FC,fc-girona,Girona FC,Girona FC,Girona,
M,Spain,a0435291,Granada,7878.0,Granada,16795.0,Granada CF,fc-granada,Granada CF,Granada,Granada,
M,Spain,0049d422,Las Palmas,8306.0,Las Palmas,472.0,UD Las Palmas,ud-las-palmas,UD Las Palmas,Las Palmas,Las Palmas,
M,Spain,7c6f2c78,Leganés,7854.0,Leganes,1244.0,CD Leganés,cd-leganes,CD Leganés,Leganes,Leganes,
M,Spain,9800b6a1,Levante,8581.0,Levante,3368.0,Levante UD,ud-levante,Levante UD,Levante,Levante,
M,Spain,1c896955,Málaga,9864.0,Malaga,1084.0,Málaga CF,fc-malaga,Málaga CF,Málaga,Malaga,
M,Spain,2aa12281,Mallorca,8661.0,Mallorca,237.0,RCD Mallorca,rcd-mallorca,RCD Mallorca,Mallorca,Mallorca,
M,Spain,03c57e2b,Osasuna,8371.0,Osasuna,331.0,CA Osasuna,ca-osasuna,CA Osasuna,Osasuna,Osasuna,
M,Spain,98e8af82,Rayo Vallecano,8370.0,Rayo Vallecano,367.0,Rayo Vallecano,rayo-vallecano,Rayo Vallecano,Rayo Vallecano,Vallecano,
M,Spain,fc536746,Real Betis,8603.0,Real Betis,150.0,Real Betis Balompié,real-betis-sevilla,Real Betis Balompié,Real Betis,Betis,
M,Spain,53a2f082,Real Madrid,8633.0,Real Madrid,418.0,Real Madrid,real-madrid,Real Madrid,Real Madrid,Real Madrid,
M,Spain,e31d1cd9,Real Sociedad,8560.0,Real Sociedad,681.0,Real Sociedad,real-sociedad-san-sebastian,Real Sociedad,Real Sociedad,Sociedad,
M,Spain,17859612,Valladolid,10281.0,Real Valladolid,366.0,Real Valladolid CF,real-valladolid,Real Valladolid CF,Real Valladolid,Valladolid,
M,Spain,c6c493e6,Huesca,96925.0,SD Huesca,5358.0,SD Huesca,sd-huesca,SD Huesca,SD Huesca,Huesca,
M,Spain,ad2be733,Sevilla,8302.0,Sevilla,368.0,Sevilla FC,fc-sevilla,Sevilla FC,Sevilla FC,Sevilla,
M,Spain,dcc91a7b,Valencia,10267.0,Valencia,1049.0,Valencia CF,fc-valencia,Valencia CF,Valencia,Valencia,
M,Spain,2a8183b3,Villarreal,10205.0,Villarreal,1050.0,Villarreal CF,fc-villarreal,Villarreal CF,Villarreal,Villarreal,
M,Sweden,9423c05a,Djurgården,9802.0,Djurgården,1044.0,Djurgårdens IF,djurgardens-if,Djurgardens IF,Djurgardens IF,Djurgarden,
M,Sweden,f3d8c8b9,Malmö,10237.0,Malmö FF,496.0,Malmö FF,malmo-ff,Malmö FF,Malmo FF,Malmo FF,
M,Sweden,577e2606,Östersund,2004.0,Östersunds FK,9614.0,Östersunds FK,ostersunds-fk,,Östersunds FK,Oster,
M,Switzerland,d3d9424a,Basel,9931.0,Basel,26.0,FC Basel 1893,c-basel-1893,FC Basel 1893,Basel,Basel,
M,Switzerland,4dcf77da,Lugano,7896.0,Lugano,2790.0,FC Lugano,fc-lugano,FC Lugano,FC Lugano,Lugano,
M,Switzerland,b1b46fc3,Vaduz,9824.0,FC Vaduz,163.0,FC Vaduz,fc-vaduz,FC Vaduz,FC Vaduz,Vaduz,
M,Switzerland,22a5a99c,Zürich,10243.0,FC Zürich,260.0,FC Zürich,fc-zurich,FC Zürich,FC Zurich,Zurich,
M,Switzerland,4b682260,Young Boys,10192.0,Young Boys,452.0,BSC Young Boys,bsc-young-boys,BSC Young Boys,Young Boys,Young Boys,
M,Turkey,92ce6559,Akhisar Belediyespor,146396.0,Akhisarspor,19771.0,Akhisarspor,akhisar-belediye-genclik-ve-spor,Akhisarspor,Akhisar Belediye,,
M,Turkey,0f9294bd,Beşiktaş,10188.0,Beşiktaş,114.0,Besiktas JK,besiktas-istanbul,Besiktas JK,Besiktas,Besiktas,
M,Turkey,ae1e2d7d,Fenerbahçe,8695.0,Fenerbahçe,36.0,Fenerbahce SK,fenerbahce-istanbul,Fenerbahce SK,Fenerbahce,Fenerbahce,
M,Turkey,ecd11ca2,Galatasaray,8637.0,Galatasaray,141.0,Galatasaray SK,galatasaray-istanbul,Galatasaray SK,Galatasaray,Galatasaray,
M,Turkey,bff39cf5,İstanbul Başakşehir,1933.0,Istanbul Başakşehir,6890.0,Istanbul Basaksehir FK,istanbul-buyuksehir-belediyespor,Istanbul Basaksehir FK,Istanbul Basaksehir,,
M,Turkey,5700c020,Konyaspor,8622.0,Konyaspor,2293.0,Konyaspor,konyaspor,,Konyaspor,Konyaspor,
M,Turkey,c63f6c0c,Sivasspor,6265.0,Sivasspor,2381.0,Sivasspor,sivasspor,Sivasspor,Sivasspor,Sivasspor,
M,Turkey,c8ad3091,Trabzonspor,9752.0,Trabzonspor,449.0,Trabzonspor,trabzonspor,Trabzonspor,Trabzonspor,Trabzonspor,
M,Ukraine,c734e22f,Dynamo Kyiv,8688.0,Dynamo Kyiv,338.0,Dynamo Kyiv,dynamo-kiew,Dynamo Kyiv,Dynamo Kiev,,
M,Ukraine,946a30cb,Zorya Luhansk,7770.0,Zorya,10690.0,Zorya Lugansk,orya-lugansk,Zorya Lugansk,FC Zorya Luhansk,,
M,Ukraine,797d38d2,FC Oleksandriya,6072.0,FC Olexandriya,18303.0,FK Oleksandriya,pfk-oleksandria,FK Oleksandriya,PFC Oleksandriya,,
