gender,country,fbref,fbref_name,fotmob,fotmob_name,transfermarkt,transfermarkt_name,transfermarkt_link,fcpython,fivethirtyeight,football_data,american_soccer_analysis
M,Ukraine,27b20cea,SK Dnipro-1,883952.0,SC Dnipro-1,60551.0,SK Dnipro-1,sk-dnipro-1,,SC Dnipro-1,,
M,Ukraine,e89d5a28,Shakhtar Donetsk,9728.0,Shakhtar Donetsk,660.0,Shakhtar Donetsk,shakhtar-donetsk,Shakhtar Donetsk,Shakhtar Donetsk,,
M,Ukraine,99f258c2,Vorskla Poltava,2373.0,Vorskla,2740.0,Vorskla Poltava,vorskla-poltava,Vorskla Poltava,Vorskla,,
M,USA,1ebc1a5b,Atlanta United,773958.0,Atlanta United,51663.0,Atlanta United FC,atlanta-united-fc,Atlanta United,Atlanta United FC,Atlanta Utd,KAqBN0Vqbg
M,USA,b918956d,Austin FC,1218886.0,Austin FC,72309.0,Austin FC,austin-fc,Austin FC,Austin FC,Austin FC,gpMOLwl5zy
M,USA,eb57545a,Charlotte FC,1323940.0,Charlotte FC,78435.0,Charlotte FC,charlotte-fc,,Charlotte FC,Charlotte,NPqxKXZ59d
M,USA,f9940243,Chicago Fire,6397.0,Chicago Fire FC,432.0,Chicago Fire FC,chicago-fire,Chicago Fire FC,Chicago Fire,Chicago Fire,X0Oq66zq6D
M,USA,415b4465,Colorado Rapids,8314.0,Colorado Rapids,1247.0,Colorado Rapids,colorado-rapids,Colorado Rapids,Colorado Rapids,Colorado Rapids,pzeQZ6xQKw
M,USA,529ba333,Columbus Crew,6001.0,Columbus Crew,813.0,Columbus Crew SC,columbus-crew,Columbus Crew SC,Columbus Crew,Columbus Crew,mvzqoLZQap
M,USA,44117292,D.C. United,6602.0,DC United,2440.0,D.C. United,d-c-united,D.C. United,DC United,DC United,EKXMeX3Q64
M,USA,e9ea41b2,FC Cincinnati,722265.0,FC Cincinnati,51772.0,FC Cincinnati,fc-cincinnati,FC Cincinnati,FC Cincinnati,FC Cincinnati,NWMWlBK5lz
M,USA,15cf8f40,FC Dallas,6399.0,FC Dallas,8816.0,FC Dallas,fc-dallas,FC Dallas,FC Dallas,FC Dallas,mKAqBBmqbg
M,USA,0d885416,Houston Dynamo,8259.0,Houston Dynamo FC,9168.0,Houston Dynamo FC,houston-dynamo,Houston Dynamo,Houston Dynamo,Houston Dynamo,YgOMngl5wN
M,USA,cb8b86a2,Inter Miami,960720.0,Inter Miami CF,69261.0,Inter Miami CF,inter-miami-cf,Inter Miami CF,Inter Miami CF,Inter Miami,zeQZkL1MKw
M,USA,81d817a3,Los Angeles FC,867280.0,Los Angeles FC,51828.0,Los Angeles FC,los-angeles-football-club,LAFC,Los Angeles FC,Los Angeles FC,eVq3ya6MWO
M,USA,d8b46897,LA Galaxy,6637.0,LA Galaxy,1061.0,Los Angeles Galaxy,los-angeles-galaxy,Los Angeles Galaxy,Los Angeles Galaxy,Los Angeles Galaxy,kaDQ0wRqEv
M,USA,99ea75a6,Minnesota United,207242.0,Minnesota United,56089.0,Minnesota United FC,minnesota-united-fc,Minnesota United FC,Minnesota United FC,Minnesota United,kRQand1MKZ
M,USA,fc22273c,CF Montréal,161195.0,CF Montreal,4078.0,Club de Foot Montréal,montreal-impact,Montreal Impact,Montreal Impact,CF Montreal,APk5LGOMOW
M,USA,35f1b818,Nashville SC,915807.0,Nashville SC,63966.0,Nashville SC,nashville-mls-team,Nashville SC,Nashville SC,Nashville SC,vzqoOgNqap
M,USA,3c079def,New England Revolution,6580.0,New England Revolution,626.0,New England Revolution,new-england-revolution,New England Revolution,New England Revolution,New England Revolution,19vQ2095K6
M,USA,64e81410,New York City FC,546238.0,New York City FC,40100.0,New York City FC,new-york-city-fc,NYCFC,New York City FC,New York City,Vj58weDM8n
M,USA,69a0fb10,New York Red Bulls,6514.0,New York Red Bulls,623.0,New York Red Bulls,new-york-red-bulls,New York Red Bulls,New York Red Bulls,New York Red Bulls,a2lqRX2Mr0
M,USA,46ef01d0,Orlando City,267810.0,Orlando City,45604.0,Orlando City SC,orlando-city-sc,Orlando City,Orlando City SC,Orlando City,jYQJ8EW5GR
M,USA,46024eeb,Philadelphia Union,191716.0,Philadelphia Union,25467.0,Philadelphia Union,philadelphia-union,Philadelphia Union,Philadelphia Union,Philadelphia Union,9z5k7Yg5A3
M,USA,d076914e,Portland Timbers,307690.0,Portland Timbers,4291.0,Portland Timbers,portland-timbers,Portland Timbers,Portland Timbers,Portland Timbers,WBLMvYAQxe
M,USA,f7d86a43,Real Salt Lake,6606.0,Real Salt Lake,6643.0,Real Salt Lake City,real-salt-lake-city,Real Salt Lake City,Real Salt Lake,Real Salt Lake,a2lqR4JMr0
M,USA,ca460650,San Jose Earthquakes,6603.0,San Jose Earthquakes,218.0,San Jose Earthquakes,san-jose-earthquakes,San Jose Earthquakes,San Jose Earthquakes,San Jose Earthquakes,0KPqjA456v
M,USA,6218ebd4,Seattle Sounders FC,130394.0,Seattle Sounders FC,9636.0,Seattle Sounders FC,seattle-sounders-fc,Seattle Sounders FC,Seattle Sounders FC,Seattle Sounders,jYQJ19EqGR
M,USA,4acb0537,Sporting KC,6604.0,Sporting Kansas City,4284.0,Sporting Kansas City,sporting-kansas-city,Sporting Kansas City,Sporting Kansas City,Sporting Kansas City,Z2vQ1xlqrA
M,USA,bd97ac1f,St. Louis City,1427963.0,St. Louis City,82686.0,St. Louis CITY SC,st-louis-city-sc,,St. Louis CITY SC,St. Louis City,wvq9B9wQWn
M,USA,130f43fa,Toronto FC,56453.0,Toronto FC,11141.0,Toronto FC,toronto-fc,Toronto FC,Toronto FC,Toronto FC,kRQabn8MKZ
M,USA,ab41cb90,Vancouver Whitecaps FC,307691.0,Vancouver Whitecaps,6321.0,Vancouver Whitecaps FC,vancouver-whitecaps,Vancouver Whitecaps FC,Vancouver Whitecaps,Vancouver Whitecaps,lgpMOvnQzy
F,Australia,772ed712,Adelaide United,675725.0,Adelaide United,,,,,,,
F,Australia,f60413f7,Brisbane Roar,675726.0,Brisbane Roar FC,,,,Brisbane Roar,,,
F,Australia,a2fa3506,Canberra United,675727.0,Canberra United FC,,,,,,,
F,Australia,6082332e,Melbourne City,675728.0,Melbourne City FC,,,,,,,
F,Australia,4f6d7ee7,Melbourne Victory,675734.0,Melbourne Victory,,,,,,,
F,Australia,acd7ce24,Newcastle Jets,675729.0,Newcastle Jets,,,,,,,
F,Australia,bae78cfe,Perth Glory,675730.0,Perth Glory,,,,Perth Glory,,,
F,Australia,5903e501,Sydney FC,675731.0,Sydney FC,,,,,,,
F,Australia,bc52ac89,Wellington Phoenix FC,1300347.0,Wellington Phoenix,,,,,,,
F,Australia,25b31403,Western Sydney Wanderers,675732.0,Western Sydney Wanderers FC,,,,,,,
F,Australia,0a911f26,Western United,1406928.0,Western United FC,,,,,,,
F,England,411b1108,Arsenal,258657.0,Arsenal Women,,,,,Arsenal Women,,
F,England,e3719fe4,Birmingham City,258658.0,Birmingham City Women (W),,,,,Birmingham City,,
F,England,fa2752bc,Brighton & Hove Albion,231505.0,Brighton Women,,,,Brisbane Roar,Brighton & Hove Albion,,
F,England,41916f68,Bristol City,258659.0,Bristol City WFC (W),,,,,Bristol Academy,,
F,England,a6a4e67d,Chelsea,258661.0,Chelsea Women,,,,,Chelsea FC Women,,
F,England,c4989550,Everton,258663.0,Everton Women,,,,,Everton Ladies,,
F,England,23bce84e,Leicester City WFC,614954.0,Leicester City WFC,,,,,Leicester City WFC,,
F,England,00f74a56,Liverpool,258665.0,Liverpool Women,,,,,Liverpool Women,,
F,England,9ce68f8a,Manchester City,231488.0,Man City Women,,,,,Manchester City Women,,
F,England,0bbd83f6,Manchester United,954396.0,Man United Women,,,,,Manchester United Women,,
F,England,5d020380,Reading,231483.0,Reading FC Women,,,,,Reading,,
F,England,e8e4577c,Tottenham,628117.0,Tottenham Women,,,,,Tottenham Women,,
F,England,52d65cea,West Ham United,231497.0,West Ham Women,,,,,West Ham United Ladies,,
F,England,a506e4a2,Yeovil Town,231504.0,Yeovil Town,,,,Yeovil Town,Yeovil Town Ladies,,
F,England,53157aa8,Aston Villa,231494.0,Aston Villa Women,,,,,,,
F,France,b54d31b3,Soyaux,628136.0,ASJ Soyaux,,,,,,,
F,France,69dee2b0,Bordeaux,862896.0,Bordeaux,,,,,,,
F,France,68f9fd31,Dijon,593381.0,Dijon Foot,,,,,,,
F,France,4fcc2996,Fleury,862902.0,Fleury Merogis U.S,,,,,,,
F,France,a36a81ff,Issy,608066.0,GPSO 92 Issy,,,,,,,
F,France,abc4f6d7,Guingamp,597900.0,Guingamp,,,,,,,
F,France,c57b7254,Le Havre,1169987.0,Le Havre,,,,,,,
F,France,7f2012ad,Lyon,394119.0,Lyon,,,,,,,
F,France,7bbdea71,Montpellier,606039.0,Montpellier,,,,,,,
F,France,28d9b675,Paris FC,862893.0,Paris FC,,,,,,,
F,France,80595417,Paris Saint-Germain,294858.0,Paris Saint Germain,,,,,,,
F,France,e3696882,Stade de Reims,1070036.0,Reims,,,,,,,
F,France,700c41b4,Rodez,628137.0,Rodez Aveyron,,,,,,,
F,France,c1a6475c,Saint-Étienne,612967.0,Saint-Etienne,,,,,,,
F,Germany,c6d4860a,Bayer Leverkusen,679913.0,Bayer Leverkusen,,,,,,,
F,Germany,51ec22be,Bayern Munich,671935.0,Bayern München,,,,,,,
F,Germany,97b7c0e8,E. Frankfurt,294857.0,Eintracht Frankfurt,,,,,,,
F,Germany,88ddc98e,Köln,672088.0,FC Köln,,,,,,,
F,Germany,4ed1418c,SV Meppen,1172323.0,Meppen,,,,SV Meppen,,,
F,Germany,0580d9a9,MSV Duisburg,856561.0,MSV Duisburg,,,,MSV Duisburg,,,
F,Germany,b4de690d,Freiburg,679909.0,SC Freiburg,,,,,,,
F,Germany,becc1dd0,Essen,674689.0,SGS Essen,,,,,,,
F,Germany,87705c62,Hoffenheim,679910.0,TSG 1899 Hoffenheim,,,,,,,
F,Germany,de550500,Turbine Potsdam,294583.0,Turbine Potsdam,,,,,,,
F,Germany,a1393014,Wolfsburg,394121.0,VfL Wolfsburg,,,,,,,
F,Germany,7adbf480,Werder Bremen,672089.0,Werder Bremen,,,,,,,
F,Italy,54da9a57,AC Milan,1184315.0,AC Milan,,,,,,,
F,Italy,756c9acb,FC Como Women,584394.0,FCF Como 2000,,,,,,,
F,Italy,c99ff6e5,Fiorentina,856740.0,Fiorentina,,,,,,,
F,Italy,d35ed67b,Hellas Verona,401650.0,Hellas Verona,,,,,,,
F,Italy,06d05f19,Internazionale,1184314.0,Inter,,,,,,,
F,Italy,613577b8,Juventus,956623.0,Juventus,,,,,,,
F,Italy,19db4c32,Lazio,602530.0,Lazio,,,,,,,
F,Italy,f7d05cb5,Parma Calcio 1913,1184312.0,Parma Calcio 1913,,,,,,,
F,Italy,be35aa4d,Pink Bari,584397.0,Pink Bari,,,,,,,
F,Italy,9f18ced7,ASD Calcio Pomigliano,1285955.0,Pomigliano Calcio,,,,,,,
F,Italy,02f8d026,AS Roma,584402.0,Roma,,,,,,,
F,Italy,828ce826,Napoli,1184318.0,S.S.D. Napoli Femminile,,,,,,,
F,Italy,20f5bd86,San Marino,1184319.0,San Marino Academy,,,,San Marino,,,
F,Italy,a8e83f23,Sassuolo,1184320.0,Sassuolo,,,,,,,
F,Italy,58e367c3,UC Sampdoria,1184313.0,UC Sampdoria,,,,,,,
F,Italy,b72bc283,Empoli,,,,,,,,,
F,Italy,d42d8b2f,Florentia,,,,,,,,,
F,Spain,e9fecaf2,Alhama,1396362.0,Alhama CF,,,,,,,
F,Spain,94929c05,Athletic Club,789880.0,Athletic Bilbao,,,,,,,
F,Spain,b56c2667,Atlético Madrid,671936.0,Atletico Madrid Femenino,,,,,,,
F,Spain,15f49df1,Barcelona,401657.0,Barcelona,,,,,,,
F,Spain,aa11fb42,Alavés,1281393.0,Deportivo Alaves,,,,,,,
F,Spain,27acb0af,Sporting de Huelva,980747.0,Huelva,,,,,,,
F,Spain,0f4738a8,Levante,687411.0,Levante,,,,,,,
F,Spain,753b93a5,Levante Las Planas,1396358.0,Levante Las Planas,,,,,,,
F,Spain,89818574,Madrid CFF,603631.0,Madrid Femenino,,,,,,,
F,Spain,74142337,Real Betis,603630.0,Real Betis Feminas,,,,,,,
F,Spain,54582b93,Real Madrid,1077486.0,Real Madrid Femenino,,,,,,,
F,Spain,c21f25d3,Real Sociedad,858300.0,Real Sociedad,,,,,,,
F,Spain,215d9026,Sevilla,980746.0,Sevilla,,,,,,,
F,Spain,4c088abe,UDG Tenerife,628715.0,UDG Tenerife,,,,,,,
F,Spain,f96ff499,Valencia,858301.0,Valencia Femenino,,,,,,,
F,Spain,7a7bef84,Villarreal,1281394.0,Villarreal,,,,,,,
F,USA,ae38d267,Angel City FC,1335914.0,Angel City FC,,,,,Angel City FC,,
F,USA,d976a235,Chicago Red Stars,189393.0,Chicago Red Stars,,,,Chicago Red Stars,Chicago Red Stars,,
F,USA,6f666306,Kansas City Current,1237561.0,Kansas City Current,,,,,FC Kansas City,,
F,USA,e813709a,Houston Dash,521233.0,Houston Dash,,,,Houston Dash,Houston Dash,,
F,USA,85c458aa,North Carolina Courage,243295.0,North Carolina Courage,,,,North Carolina FC,North Carolina FC,,
F,USA,2a6178ac,Orlando Pride,728922.0,Orlando Pride,,,,Orlando Pride,Orlando Pride,,
F,USA,df9a10a1,Portland Thorns FC,433029.0,Portland Thorns,,,,Portland Thorns,Portland Thorns,,
F,USA,da19ebd1,Racing Louisville,1237244.0,Racing Louisville,,,,,Racing Louisville FC,,
F,USA,bf961da0,San Diego Wave,1335917.0,San Diego Wave FC,,,,,San Diego Wave FC,,
F,USA,257fad2b,OL Reign,433031.0,OL Reign,,,,OL Reign,Seattle Reign FC,,
F,USA,8e306dc6,Gotham FC,189397.0,NJ/NY Gotham FC,,,,Sky Blue FC,Sky Blue FC,,
F,USA,d4c130bc,Utah Royals FC,923654.0,Utah Royals,,,,Utah Royals FC,Utah Royals FC,,
F,USA,e442aad0,Washington Spirit,433030.0,Washington Spirit,,,,Washington Spirit,Washington Spirit,,
